2016-11-13 10:09:08,017 [Worker-20] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-13 12:48:33,100 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/ClinicData.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/LinkType.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/LinkType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/PatientType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ProviderType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:48:33,100 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:48:33,100 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:48:33,101 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,101 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:48:33,105 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:48:33,106 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,106 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\src\test\resources
2016-11-13 12:48:33,197 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,198 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:48:33,200 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,200 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchServiceClient\src\test\resources
2016-11-13 12:48:33,306 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,307 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:48:33,312 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,312 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchService\src\test\resources
2016-11-13 12:48:33,589 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,590 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:48:33,593 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:33,593 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicResearchWebApp\src\test\resources
2016-11-13 12:48:34,035 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,035 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:48:34,037 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,038 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicServiceClient\src\test\resources
2016-11-13 12:48:34,140 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,141 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:48:34,147 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,147 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicInit\src\test\resources
2016-11-13 12:48:34,471 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,472 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:48:34,478 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,478 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicService\src\test\resources
2016-11-13 12:48:34,832 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,832 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\main\resources
2016-11-13 12:48:34,835 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:48:34,836 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicSoapWebService\src\test\resources
2016-11-13 12:49:57,915 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:49:57,917 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-13 12:49:57,927 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:49:57,928 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-13 12:49:58,515 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-impl:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:49:58,520 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-xjc:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:49:58,528 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.xml.bind:jaxb-core:jar:2.2.11 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2016-11-13 12:49:58,672 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xjb, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/PatientDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ProviderDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:49:58,674 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:49:58,674 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:49:58,675 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:49:58,685 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:49:58,696 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:49:58,699 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:49:58,699 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\src\test\resources
2016-11-13 12:49:58,939 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/ClinicData.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/LinkType.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/LinkType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/PatientType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ProviderType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:49:58,939 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:49:58,939 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:49:58,941 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:49:58,942 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:49:58,949 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:49:58,950 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:49:58,950 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\src\test\resources
2016-11-13 12:50:09,471 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xjb, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/PatientDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ProviderDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:50:09,471 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:50:09,471 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:50:09,472 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:09,473 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:09,480 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:09,482 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:09,482 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\src\test\resources
2016-11-13 12:50:10,175 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/src/main/resources/PatientDTO.xjb, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/PatientDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/ProviderDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentDto.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/edu/stevens/cs548/clinic/service/dto/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicDTOs/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:50:10,175 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:50:10,175 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:50:10,176 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:10,177 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-13 12:50:10,177 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-13 12:50:10,177 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:10,177 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDTOs\src\test\resources
2016-11-13 12:50:26,415 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/ClinicData.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/LinkType.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/LinkType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/PatientType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ProviderType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/META-INF/sun-jaxb.episode]].
2016-11-13 12:50:26,415 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - According to the build context, all of the [dependURIs] are up-to-date.
2016-11-13 12:50:26,415 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Sources are up-to-date, XJC will be skipped.
2016-11-13 12:50:26,416 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:26,417 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 4 resources
2016-11-13 12:50:26,421 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-11-13 12:50:26,422 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-13 12:50:26,422 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicRepresentations\src\test\resources
2016-11-13 12:50:27,747 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Up-to-date check for source resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/ClinicData.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/DateAdapter.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/src/main/resources/LinkType.xsd, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/pom.xml]] and taret resources [[file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/Adapter1.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/LinkType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/dap/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/DrugTreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ObjectFactory.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/package-info.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/PatientType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/ProviderType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/RadiologyType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/SurgeryType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/edu/stevens/cs548/clinic/service/web/rest/data/TreatmentType.java, file:/D:/J2EE/workspace/CS548/Assignment9/ClinicRepresentations/target/generated-sources/META-INF/sun-jaxb.episode]].
